Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
064.02706,EURENCO,2015,Eau (direct),Manganèse et ses composés (Mn),997,kg/an
064.02732,SDEI (usine de compostage de boues),2015,Air,Ammoniac (NH3),16600,kg/an
064.03649,MONIER,2015,Air,CO2 Total d'origine non biomasse uniquement,13700.000,t/an
064.03649,MONIER,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13700.000,t/an
064.04706,Centre de traitement des déchets du Vallon du Fou,2015,Air,Méthane (CH4),759000,kg/an
064.04835,AIR LIQUIDE HYDROGENE SMR Lavéra,2015,Air,CO2 Total d'origine non biomasse uniquement,166000.000,t/an
064.04835,AIR LIQUIDE HYDROGENE SMR Lavéra,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),166000.000,t/an
064.04837,EVERE,2015,Air,Mercure et ses composés (Hg),12.7,kg/an
064.04837,EVERE,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),102000,kg/an
064.04837,EVERE,2015,Air,Protoxyde d'azote (N2O),15100,kg/an
064.04837,EVERE,2015,Air,CO2 Total d'origine non biomasse uniquement,166000.000,t/an
064.04837,EVERE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),386000.000,t/an
064.04837,EVERE,2015,Air,CO2 Total d'origine biomasse uniquement,220000.000,t/an
064.05412,CYCOFOS,2015,Air,Composés organiques volatils non méthaniques (COVNM),62000,kg/an
064.05412,CYCOFOS,2015,Air,CO2 Total d'origine non biomasse uniquement,153000.000,t/an
064.05412,CYCOFOS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),153000.000,t/an
064.05521,ISDND du Balançan,2015,Air,Méthane (CH4),6440000,kg/an
064.05521,ISDND du Balançan,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),37700.000,t/an
064.05521,ISDND du Balançan,2015,Air,CO2 Total d'origine biomasse uniquement,37700.000,t/an
064.05522,I.S.D.N.D des Lauriers,2015,Air,Méthane (CH4),239000,kg/an
064.05523,I.S.D.N.D. de Roumagayrol,2015,Air,Méthane (CH4),1180000,kg/an
064.05523,I.S.D.N.D. de Roumagayrol,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),20000.000,t/an
064.05523,I.S.D.N.D. de Roumagayrol,2015,Air,CO2 Total d'origine biomasse uniquement,20000.000,t/an
064.06383,IPSEN PHARMA BIOTECH,2015,Air,Dichlorométhane (DCM - chlorure de méthylène),3470,kg/an
064.06383,IPSEN PHARMA BIOTECH,2015,Air,Hydroflurocarbures (HFC),188,kg/an
064.06623,ISDND DU BEYNON,2015,Air,Méthane (CH4),894000,kg/an
064.06623,ISDND DU BEYNON,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10800.000,t/an
064.06623,ISDND DU BEYNON,2015,Air,CO2 Total d'origine biomasse uniquement,10800.000,t/an
064.06645,CSDU04,2015,Air,Méthane (CH4),1940000,kg/an
064.07117,COMBIGOLFE,2015,Air,Protoxyde d'azote (N2O),19800,kg/an
064.07117,COMBIGOLFE,2015,Air,CO2 Total d'origine non biomasse uniquement,443000.000,t/an
064.07117,COMBIGOLFE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),443000.000,t/an
064.07647,ISDND de Sorbiers,2015,Air,Méthane (CH4),141000,kg/an
064.09429,FRUPREP France,2015,Eau (indirect),Demande biologique en oxygène (DBO5),74800,kg/an
064.10379,INEOS CHEMICALS LAVERA,2015,Air,Composés organiques volatils non méthaniques (COVNM),59600,kg/an
064.10379,INEOS CHEMICALS LAVERA,2015,Air,Oxyde d'éthylène (oxiranne),11100,kg/an
064.10379,INEOS CHEMICALS LAVERA,2015,Air,CO2 Total d'origine non biomasse uniquement,49300.000,t/an
064.10379,INEOS CHEMICALS LAVERA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),49300.000,t/an
064.10379,INEOS CHEMICALS LAVERA,2015,Eau (indirect),Demande chimique en oxygène (DCO),726000,kg/an
064.10873,KEM ONE,2015,Air,Chlorure de vinyle (chloroéthylène - monochlorure de vinyle - CVM)),42200,kg/an
064.10873,KEM ONE,2015,Air,CO2 Total d'origine non biomasse uniquement,12700.000,t/an
064.10873,KEM ONE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),12700.000,t/an
064.10873,KEM ONE,2015,Eau (indirect),Chlorure de vinyle (chloroéthylène - monochlorure de vinyle - CVM)),79.8,kg/an
064.11266,INEOS CHEMICALS LAVERA,2015,Air,Composés organiques volatils non méthaniques (COVNM),237000,kg/an
064.11266,INEOS CHEMICALS LAVERA,2015,Air,Hydroflurocarbures (HFC),737,kg/an
064.12468,AUCHAN AUBAGNE,2015,Air,Hydroflurocarbures (HFC),690,kg/an
064.13000,SAUR,2015,Eau (indirect),Azote total (N),263000,kg/an
064.13000,SAUR,2015,Eau (indirect),Demande biologique en oxygène (DBO5),1110000,kg/an
064.13000,SAUR,2015,Eau (indirect),Demande chimique en oxygène (DCO),2880000,kg/an
064.13000,SAUR,2015,Eau (indirect),Matières en suspension (MES),1410000,kg/an
064.13000,SAUR,2015,Eau (indirect),Phosphore total (P),32300,kg/an
065.00049,KERAGLASS,2015,Air,Arsenic et ses composés (As),115,kg/an
065.00049,KERAGLASS,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),106000,kg/an
065.00049,KERAGLASS,2015,Air,CO2 Total d'origine non biomasse uniquement,24300.000,t/an
065.00049,KERAGLASS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),24300.000,t/an
065.00055,Corning SAS,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),149000,kg/an
065.00180,INITIAL,2015,Eau (indirect),Demande biologique en oxygène (DBO5),58300,kg/an
065.00230,HOLOGRAM INDUSTRIES,2015,Air,Composés organiques volatils non méthaniques (COVNM),52100,kg/an
065.00510,Euro Disney Associés S.C.A.,2015,Air,CO2 Total d'origine non biomasse uniquement,11800.000,t/an
065.00510,Euro Disney Associés S.C.A.,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11800.000,t/an
065.00510,Euro Disney Associés S.C.A.,2015,Eau (indirect),Azote total (N),53700,kg/an
065.00510,Euro Disney Associés S.C.A.,2015,Eau (indirect),Demande biologique en oxygène (DBO5),234000,kg/an
065.00510,Euro Disney Associés S.C.A.,2015,Eau (indirect),Demande chimique en oxygène (DCO),592000,kg/an
065.00510,Euro Disney Associés S.C.A.,2015,Eau (indirect),Phosphore total (P),7990,kg/an
065.00690,AMCOR FLEXIBLES SPS,2015,Air,Composés organiques volatils non méthaniques (COVNM),111000,kg/an
065.01028,V & B Fliesen GmbH,2015,Air,CO2 Total d'origine non biomasse uniquement,16900.000,t/an
065.01028,V & B Fliesen GmbH,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),16900.000,t/an
065.01113,Routière de l'Est Parisien (Site de Fouju-Moisenay),2015,Air,Méthane (CH4),385000,kg/an
065.01121,Routière de l'Est Parisien (ISDND de Claye Souilly),2015,Air,Aldéhyde formique (formaldéhyde),3560,kg/an
065.01121,Routière de l'Est Parisien (ISDND de Claye Souilly),2015,Air,Méthane (CH4),3940000,kg/an
065.01121,Routière de l'Est Parisien (ISDND de Claye Souilly),2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),230000,kg/an
065.01121,Routière de l'Est Parisien (ISDND de Claye Souilly),2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),173000.000,t/an
065.01121,Routière de l'Est Parisien (ISDND de Claye Souilly),2015,Air,CO2 Total d'origine biomasse uniquement,173000.000,t/an
065.01132,Stockage Souterrain de Germigny-Sous-Coulombs,2015,Air,Méthane (CH4),198000,kg/an
065.01167,GPN,2015,Air,Ammoniac (NH3),139000,kg/an
065.01167,GPN,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),400000,kg/an
065.01167,GPN,2015,Air,Protoxyde d'azote (N2O),287000,kg/an
065.01167,GPN,2015,Air,CO2 Total d'origine non biomasse uniquement,580000.000,t/an
065.01167,GPN,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),580000.000,t/an
065.01167,GPN,2015,Eau (direct),Azote total (N),136000,kg/an
065.01167,GPN,2015,Eau (direct),Cuivre et ses composés (Cu),58.8,kg/an
065.01169,Raffinerie de GRANDPUITS,2015,Air,Benzène,5140,kg/an
065.01169,Raffinerie de GRANDPUITS,2015,Air,Cobalt et ses composés (Co),11,kg/an
065.01169,Raffinerie de GRANDPUITS,2015,Air,Composés organiques volatils non méthaniques (COVNM),514000,kg/an
065.01169,Raffinerie de GRANDPUITS,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),2670000,kg/an
065.01169,Raffinerie de GRANDPUITS,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),754000,kg/an
065.01169,Raffinerie de GRANDPUITS,2015,Air,Protoxyde d'azote (N2O),22200,kg/an
065.01169,Raffinerie de GRANDPUITS,2015,Air,CO2 Total d'origine non biomasse uniquement,760000.000,t/an
065.01169,Raffinerie de GRANDPUITS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),760000.000,t/an
065.01169,Raffinerie de GRANDPUITS,2015,Eau (direct),Arsenic et ses composés (As),16.9,kg/an
065.01169,Raffinerie de GRANDPUITS,2015,Eau (direct),Fluorures (F total),2670,kg/an
065.01204,KERBIRIO,2015,Eau (direct),Nickel et ses composés (Ni),35.3,kg/an
065.01430,ROTOFRANCE IMPRESSION,2015,Air,Composés organiques volatils non méthaniques (COVNM),36400,kg/an
065.01518,KNAUF Ile-de-France,2015,Air,Composés organiques volatils non méthaniques (COVNM),200000,kg/an
065.01529,H2D Didier Mary,2015,Air,Composés organiques volatils non méthaniques (COVNM),240000,kg/an
065.01529,H2D Didier Mary,2015,Air,Protoxyde d'azote (N2O),10300,kg/an
065.01529,H2D Didier Mary,2015,Air,CO2 Total d'origine non biomasse uniquement,11900.000,t/an
065.01529,H2D Didier Mary,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11900.000,t/an
065.01584,THIMEAU Magic Rambo,2015,Eau (indirect),Demande biologique en oxygène (DBO5),59700,kg/an
065.01602,BASF Health and Care Products France,2015,Air,Composés organiques volatils non méthaniques (COVNM),67500,kg/an
065.01602,BASF Health and Care Products France,2015,Eau (direct),Naphthalène,50.8,kg/an
065.01736,ADP - CTFEbis bât 6100,2015,Air,Hydroflurocarbures (HFC),406,kg/an
065.01736,ADP - CTFEbis bât 6100,2015,Air,CO2 Total d'origine non biomasse uniquement,14400.000,t/an
065.01736,ADP - CTFEbis bât 6100,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14400.000,t/an
065.01812,AGRANA FRUIT FRANCE,2015,Eau (indirect),Demande biologique en oxygène (DBO5),132000,kg/an
065.01812,AGRANA FRUIT FRANCE,2015,Eau (indirect),Demande chimique en oxygène (DCO),290000,kg/an
065.01831,BASF POLYURETHANES FRANCE,2015,Air,Hydroflurocarbures (HFC),13300,kg/an
065.01916,VILLARD,2015,Eau (indirect),Zinc et ses composés (Zn),481,kg/an
065.01921,GORDON CHOISY,2015,Eau (indirect),Phénols (Ctotal),26.3,kg/an
065.01929,SILEC CABLE,2015,Air,Hexafluorure de soufre (SF6),1200,kg/an
065.01929,SILEC CABLE,2015,Eau (direct),Arsenic et ses composés (As),18,kg/an
065.01929,SILEC CABLE,2015,Eau (direct),Cadmium et ses composés (Cd),7.6,kg/an
065.01929,SILEC CABLE,2015,Eau (direct),Plomb et ses composés (Pb),25.2,kg/an
065.01936,SAM MONTEREAU,2015,Air,Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq),0.31000,g/an
065.01936,SAM MONTEREAU,2015,Air,Manganèse et ses composés (Mn),541,kg/an
065.01936,SAM MONTEREAU,2015,Air,Mercure et ses composés (Hg),23.2,kg/an
065.01936,SAM MONTEREAU,2015,Air,Monoxyde de carbone (CO),2770000,kg/an
065.01936,SAM MONTEREAU,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),112000,kg/an
065.01936,SAM MONTEREAU,2015,Air,Plomb et ses composés (Pb),272,kg/an
065.01936,SAM MONTEREAU,2015,Air,Zinc et ses composés (Zn),3110,kg/an
065.01936,SAM MONTEREAU,2015,Air,CO2 Total d'origine non biomasse uniquement,92200.000,t/an
065.01936,SAM MONTEREAU,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),92200.000,t/an
065.01936,SAM MONTEREAU,2015,Eau (direct),Cuivre et ses composés (Cu),103,kg/an
065.01956,SNECMA,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),216000,kg/an
065.01956,SNECMA,2015,Air,CO2 Total d'origine non biomasse uniquement,34100.000,t/an
065.01956,SNECMA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),34100.000,t/an
065.01966,SOMOVAL,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),116000,kg/an
065.01966,SOMOVAL,2015,Air,CO2 Total d'origine non biomasse uniquement,31300.000,t/an
065.01966,SOMOVAL,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),71900.000,t/an
065.01966,SOMOVAL,2015,Air,CO2 Total d'origine biomasse uniquement,40600.000,t/an
065.01973,REP (Site de Monthyon),2015,Air,Méthane (CH4),326000,kg/an
065.02055,LESAFFRE FRERES,2015,Air,CO2 Total d'origine non biomasse uniquement,24100.000,t/an
065.02055,LESAFFRE FRERES,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),24100.000,t/an
065.02229,LAFARGE PLATRES,2015,Air,CO2 Total d'origine non biomasse uniquement,14400.000,t/an
065.02229,LAFARGE PLATRES,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14400.000,t/an
065.02387,SAVOY TECHNOLOGY,2015,Air,Dichlorométhane (DCM - chlorure de méthylène),2140,kg/an
065.02387,SAVOY TECHNOLOGY,2015,Eau (indirect),Cuivre et ses composés (Cu),950,kg/an
065.02387,SAVOY TECHNOLOGY,2015,Eau (indirect),Etain et ses composés (Sn),694,kg/an
065.02387,SAVOY TECHNOLOGY,2015,Eau (indirect),Nickel et ses composés (Ni),142,kg/an
065.02387,SAVOY TECHNOLOGY,2015,Eau (indirect),Zinc et ses composés (Zn),957,kg/an
065.02601,Thimeau,2015,Air,Tétrachloroéthylène (PER - perchloroéthylène),23800,kg/an
065.02609,WILLIAM SAURIN,2015,Air,Hydrochlorofluorocarbures (HCFC),620,kg/an
065.02609,WILLIAM SAURIN,2015,Eau (indirect),Demande biologique en oxygène (DBO5),283000,kg/an
065.02609,WILLIAM SAURIN,2015,Eau (indirect),Demande chimique en oxygène (DCO),443000,kg/an
065.02612,U T R U de St Thibault des Vignes,2015,Air,Cobalt et ses composés (Co),6.83,kg/an
065.02612,U T R U de St Thibault des Vignes,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),131000,kg/an
065.02739,OUVRE FILS Sucrerie et Distillerie,2015,Air,CO2 Total d'origine non biomasse uniquement,22500.000,t/an
065.02739,OUVRE FILS Sucrerie et Distillerie,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),22500.000,t/an
065.02739,OUVRE FILS Sucrerie et Distillerie,2015,Eau (direct),Carbone organique total (COT),81200,kg/an
065.02739,OUVRE FILS Sucrerie et Distillerie,2015,Eau (direct),Demande biologique en oxygène (DBO5),120000,kg/an
065.02739,OUVRE FILS Sucrerie et Distillerie,2015,Eau (direct),Demande chimique en oxygène (DCO),243000,kg/an
065.02830,CFGV Cie Française des Grands Vins,2015,Eau (indirect),Demande biologique en oxygène (DBO5),44000,kg/an
065.02851,RECTICEL - PROSEAT,2015,Air,Hydroflurocarbures (HFC),37400,kg/an
065.02906,VERMILION REP Dépôt Vaudoy,2015,Air,Composés organiques volatils non méthaniques (COVNM),49400,kg/an
065.02906,VERMILION REP Dépôt Vaudoy,2015,Air,CO2 Total d'origine non biomasse uniquement,13100.000,t/an
065.02906,VERMILION REP Dépôt Vaudoy,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13100.000,t/an
065.02951,CIT de Vaux le Pénil,2015,Air,CO2 Total d'origine non biomasse uniquement,42600.000,t/an
065.02951,CIT de Vaux le Pénil,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),98100.000,t/an
065.02951,CIT de Vaux le Pénil,2015,Air,CO2 Total d'origine biomasse uniquement,55600.000,t/an
065.03095,SITA IdF CSD d'Arnouville,2015,Air,Méthane (CH4),265000,kg/an
065.03162,Stockage Souterrain de Beynes,2015,Air,Méthane (CH4),127000,kg/an
065.03162,Stockage Souterrain de Beynes,2015,Air,CO2 Total d'origine non biomasse uniquement,11900.000,t/an
065.03162,Stockage Souterrain de Beynes,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11900.000,t/an
065.03167,ARCYCOM,2015,Air,Hydroflurocarbures (HFC),1160,kg/an
065.03170,ITON-SEINE,2015,Air,Mercure et ses composés (Hg),17.6,kg/an
065.03170,ITON-SEINE,2015,Air,Zinc et ses composés (Zn),1360,kg/an
065.03170,ITON-SEINE,2015,Air,CO2 Total d'origine non biomasse uniquement,41900.000,t/an
065.03170,ITON-SEINE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),41900.000,t/an
065.03183,AZALYS,2015,Air,CO2 Total d'origine non biomasse uniquement,64400.000,t/an
065.03183,AZALYS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),137000.000,t/an
065.03183,AZALYS,2015,Air,CO2 Total d'origine biomasse uniquement,72600.000,t/an
065.03192,PSA PEUGEOT CITROEN-Centre Technique de Carrières sous Poissy,2015,Air,Hydrochlorofluorocarbures (HCFC),5.74,kg/an
065.03192,PSA PEUGEOT CITROEN-Centre Technique de Carrières sous Poissy,2015,Air,Hydroflurocarbures (HFC),752,kg/an
065.03218,Chaufferie de Parly 2,2015,Air,CO2 Total d'origine non biomasse uniquement,31200.000,t/an
065.03218,Chaufferie de Parly 2,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),31200.000,t/an
065.03224,INITIAL,2015,Eau (indirect),Demande biologique en oxygène (DBO5),47600,kg/an
065.03227,Technocentre Renault,2015,Air,CO2 Total d'origine non biomasse uniquement,13100.000,t/an
065.03227,Technocentre Renault,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13100.000,t/an
065.03241,SAINT-GOBAIN-ABRASIFS,2015,Air,Composés organiques volatils non méthaniques (COVNM),46100,kg/an
065.03268,Usine de Flins,2015,Air,Composés organiques volatils non méthaniques (COVNM),504000,kg/an
065.03268,Usine de Flins,2015,Air,Hydrochlorofluorocarbures (HCFC),1.41,kg/an
065.03268,Usine de Flins,2015,Air,Hydroflurocarbures (HFC),154,kg/an
065.03268,Usine de Flins,2015,Air,CO2 Total d'origine non biomasse uniquement,51200.000,t/an
065.03268,Usine de Flins,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),51200.000,t/an
065.03268,Usine de Flins,2015,Eau (direct),Nickel et ses composés (Ni),156,kg/an
065.03268,Usine de Flins,2015,Eau (direct),Zinc et ses composés (Zn),164,kg/an
065.03288,TOTAL RAFFINAGE MARKETING,2015,Air,Composés organiques volatils non méthaniques (COVNM),37300,kg/an
065.03289,Ciments Calcia usine de Gargenville,2015,Air,Naphthalène,52.7,kg/an
065.03289,Ciments Calcia usine de Gargenville,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),306000,kg/an
065.03289,Ciments Calcia usine de Gargenville,2015,Air,Thallium et ses composés,14.7,kg/an
065.03289,Ciments Calcia usine de Gargenville,2015,Air,CO2 Total d'origine non biomasse uniquement,292000.000,t/an
065.03289,Ciments Calcia usine de Gargenville,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),292000.000,t/an
065.03296,Centre de Stockage de Déchets Ultimes de Guitrancourt,2015,Air,Méthane (CH4),165000,kg/an
065.03322,SARP Industries,2015,Air,Mercure et ses composés (Hg),94,kg/an
065.03322,SARP Industries,2015,Air,CO2 Total d'origine non biomasse uniquement,103000.000,t/an
065.03322,SARP Industries,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),103000.000,t/an
065.03322,SARP Industries,2015,Eau (direct),Cadmium et ses composés (Cd),1.39,kg/an
065.03322,SARP Industries,2015,Eau (direct),Chlorures (Cl total),2440.000,t/an
065.03325,PCAS,2015,Air,Composés organiques volatils non méthaniques (COVNM),70000,kg/an
065.03325,PCAS,2015,Eau (direct),Dichlorométhane (DCM - chlorure de méthylène),52.8,kg/an
065.03349,SOMEC,2015,Air,CO2 Total d'origine non biomasse uniquement,17500.000,t/an
065.03349,SOMEC,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),17500.000,t/an
065.03401,MORELLEC,2015,Eau (indirect),"1,2-dichloroéthane (DCE - chlorure d'éthylène)",18.6,kg/an
065.03431,AUCHAN PLAISIR,2015,Air,Hydroflurocarbures (HFC),735,kg/an
065.03449,PSA PEUGEOT CITROËN - Site de POISSY,2015,Air,Composés organiques volatils non méthaniques (COVNM),297000,kg/an
065.03449,PSA PEUGEOT CITROËN - Site de POISSY,2015,Air,Hydrochlorofluorocarbures (HCFC),48,kg/an
065.03449,PSA PEUGEOT CITROËN - Site de POISSY,2015,Air,Hydroflurocarbures (HFC),4000,kg/an
065.03449,PSA PEUGEOT CITROËN - Site de POISSY,2015,Air,CO2 Total d'origine non biomasse uniquement,36200.000,t/an
065.03449,PSA PEUGEOT CITROËN - Site de POISSY,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),36200.000,t/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2015,Air,Cobalt et ses composés (Co),44.8,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2015,Air,Nickel et ses composés (Ni),299,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),301000,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),176000,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2015,Air,Vanadium et ses composés,146,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2015,Air,CO2 Total d'origine non biomasse uniquement,119000.000,t/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),119000.000,t/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2015,Eau (direct),Cadmium et ses composés (Cd),6.1,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2015,Eau (direct),Cuivre et ses composés (Cu),158,kg/an
065.03465,ALPA,2015,Air,Manganèse et ses composés (Mn),267,kg/an
065.03465,ALPA,2015,Air,Mercure et ses composés (Hg),34,kg/an
065.03465,ALPA,2015,Air,Zinc et ses composés (Zn),1350,kg/an
065.03465,ALPA,2015,Air,CO2 Total d'origine non biomasse uniquement,49300.000,t/an
065.03465,ALPA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),49300.000,t/an
065.03481,Station d'épuration de la CAMY,2015,Eau (direct),Demande chimique en oxygène (DCO),192000,kg/an
065.03523,CVD Thiverval-Grignon,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),120000,kg/an
065.03523,CVD Thiverval-Grignon,2015,Air,CO2 Total d'origine non biomasse uniquement,58000.000,t/an
065.03523,CVD Thiverval-Grignon,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),135000.000,t/an
065.03523,CVD Thiverval-Grignon,2015,Air,CO2 Total d'origine biomasse uniquement,76900.000,t/an
065.03565,Thales Electron Device (Unité de Vélizy),2015,Air,Hydroflurocarbures (HFC),1300,kg/an
065.03571,VELIDIS Chaufferie Vélizy V3,2015,Air,CO2 Total d'origine non biomasse uniquement,40900.000,t/an
065.03571,VELIDIS Chaufferie Vélizy V3,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),40900.000,t/an
065.03580,SVCU ( Société Versaillaise de Chauffage Urbain),2015,Air,CO2 Total d'origine non biomasse uniquement,36200.000,t/an
065.03580,SVCU ( Société Versaillaise de Chauffage Urbain),2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),36200.000,t/an
065.03583,IDVU (ex CREOS),2015,Air,Hydrochlorofluorocarbures (HCFC),7.9,kg/an
065.03800,Grenelle Service,2015,Eau (indirect),Carbone organique total (COT),57700,kg/an
065.03800,Grenelle Service,2015,Eau (indirect),Chloroforme (trichlorométhane),11.5,kg/an
065.03800,Grenelle Service,2015,Eau (indirect),Demande biologique en oxygène (DBO5),77700,kg/an
065.03800,Grenelle Service,2015,Eau (indirect),Demande chimique en oxygène (DCO),173000,kg/an
065.03930,sanofi recherche et développement,2015,Air,Hydroflurocarbures (HFC),185,kg/an
065.03970,HELIO CORBEIL,2015,Air,Composés organiques volatils non méthaniques (COVNM),360000,kg/an
065.03972,ALTIS SEMICONDUCTOR,2015,Air,Hexafluorure de soufre (SF6),269,kg/an
065.03972,ALTIS SEMICONDUCTOR,2015,Air,Hydrocarbures aromatiques polycycliques (HAP),334,kg/an
065.03972,ALTIS SEMICONDUCTOR,2015,Air,Hydroflurocarbures (HFC),2430,kg/an
065.03972,ALTIS SEMICONDUCTOR,2015,Air,Perfluorocarbures (PFC),4250,kg/an
065.03972,ALTIS SEMICONDUCTOR,2015,Air,Protoxyde d'azote (N2O),21400,kg/an
065.03972,ALTIS SEMICONDUCTOR,2015,Eau (direct),Fluorures (F total),5020,kg/an
065.04212,GIE EVRY DALKIA,2015,Air,CO2 Total d'origine non biomasse uniquement,50400.000,t/an
065.04212,GIE EVRY DALKIA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),50400.000,t/an
065.04288,COFELY - Chaufferie de Grigny,2015,Air,CO2 Total d'origine non biomasse uniquement,11600.000,t/an
065.04288,COFELY - Chaufferie de Grigny,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11600.000,t/an
065.04556,CURMA,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),128000,kg/an
065.04556,CURMA,2015,Air,CO2 Total d'origine non biomasse uniquement,23100.000,t/an
065.04556,CURMA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),112000.000,t/an
065.04556,CURMA,2015,Air,CO2 Total d'origine biomasse uniquement,88600.000,t/an
065.04564,SANITRA,2015,Eau (indirect),Cadmium et ses composés (Cd),1.17,kg/an
065.04644,SLEEVER INTERNATIONAL MORANGIS,2015,Air,Composés organiques volatils non méthaniques (COVNM),129000,kg/an
065.04715,Eau du Sud Parisien ESP,2015,Eau (direct),Aluminium et ses composés (Al),12100,kg/an
065.04996,Centrale Thermique du domaine du Bois des Roches,2015,Air,CO2 Total d'origine non biomasse uniquement,18900.000,t/an
065.04996,Centrale Thermique du domaine du Bois des Roches,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),18900.000,t/an
065.05082,SEMARIV- CITD,2015,Air,Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq),3.05000,g/an
065.05082,SEMARIV- CITD,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),168000,kg/an
065.05082,SEMARIV- CITD,2015,Air,CO2 Total d'origine non biomasse uniquement,88800.000,t/an
065.05082,SEMARIV- CITD,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),206000.000,t/an
065.05082,SEMARIV- CITD,2015,Air,CO2 Total d'origine biomasse uniquement,118000.000,t/an
065.05094,ISOCHEM VERT-LE-PETIT,2015,Air,Dichlorométhane (DCM - chlorure de méthylène),1940,kg/an
